timestamp,src_ip,dst_ip,dst_port,protocol,bytes,latency_ms
2026-03-06 19:40:51.212553978,91.211.90.4,192.168.1.157,49194,HTTPS,42162,
2026-03-06 19:40:51.212648869,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.222335339,91.211.90.4,192.168.1.157,49194,HTTPS,58134,
2026-03-06 19:40:51.222408295,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.226543427,91.211.90.4,192.168.1.157,49194,HTTPS,58134,
2026-03-06 19:40:51.226645947,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.238106966,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:51.238193512,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.250474215,91.211.90.4,192.168.1.157,49194,HTTPS,31998,
2026-03-06 19:40:51.250474215,91.211.90.4,192.168.1.157,49194,HTTPS,198,
2026-03-06 19:40:51.250474215,91.211.90.4,192.168.1.157,53014,HTTPS,14574,
2026-03-06 19:40:51.250840664,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.250948191,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.269737482,192.168.1.157,91.211.90.4,443,HTTPS,767,
2026-03-06 19:40:51.333710909,100.100.1.1,192.168.1.157,55082,OTHER,66,
2026-03-06 19:40:51.333710909,100.100.1.1,192.168.1.157,59613,OTHER,66,
2026-03-06 19:40:51.338860512,91.211.90.4,192.168.1.157,53014,HTTPS,29094,
2026-03-06 19:40:51.339108467,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.342051983,100.100.1.1,192.168.1.157,52645,OTHER,66,
2026-03-06 19:40:51.342051983,100.100.1.1,192.168.1.157,64657,OTHER,66,
2026-03-06 19:40:51.357236385,91.211.90.4,192.168.1.157,49194,HTTPS,54,
2026-03-06 19:40:51.357236385,91.211.90.4,192.168.1.157,49194,HTTPS,31998,
2026-03-06 19:40:51.357236385,91.211.90.4,192.168.1.157,49194,HTTPS,922,
2026-03-06 19:40:51.357236385,91.211.90.4,192.168.1.157,49194,HTTPS,16026,
2026-03-06 19:40:51.357236385,91.211.90.4,192.168.1.157,49194,HTTPS,488,
2026-03-06 19:40:51.357236385,91.211.90.4,192.168.1.157,49194,HTTPS,11670,
2026-03-06 19:40:51.357453823,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.372353315,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:51.372403622,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.375910521,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:51.375940800,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.377481937,91.211.90.4,192.168.1.157,49194,HTTPS,31998,
2026-03-06 19:40:51.377571106,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.389840364,91.211.90.4,192.168.1.157,49194,HTTPS,16026,
2026-03-06 19:40:51.389840364,91.211.90.4,192.168.1.157,49194,HTTPS,338,
2026-03-06 19:40:51.389840364,91.211.90.4,192.168.1.157,49194,HTTPS,24738,
2026-03-06 19:40:51.389928818,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.397062063,91.211.90.4,192.168.1.157,49194,HTTPS,23286,
2026-03-06 19:40:51.397062063,91.211.90.4,192.168.1.157,49194,HTTPS,1356,
2026-03-06 19:40:51.397062063,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:51.397142172,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.402107477,91.211.90.4,192.168.1.157,49194,HTTPS,5862,
2026-03-06 19:40:51.402167082,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.406394243,91.211.90.4,192.168.1.157,49194,HTTPS,7314,
2026-03-06 19:40:51.406394243,91.211.90.4,192.168.1.157,49194,HTTPS,488,
2026-03-06 19:40:51.406394243,91.211.90.4,192.168.1.157,49194,HTTPS,55230,
2026-03-06 19:40:51.406483650,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.416748047,91.211.90.4,192.168.1.157,49194,HTTPS,42162,
2026-03-06 19:40:51.416748047,91.211.90.4,192.168.1.157,49194,HTTPS,1206,
2026-03-06 19:40:51.416748047,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:51.417025089,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.425444603,91.211.90.4,192.168.1.157,49194,HTTPS,65394,
2026-03-06 19:40:51.425444603,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:51.425531626,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.442423344,91.211.90.4,192.168.1.157,49194,HTTPS,8766,
2026-03-06 19:40:51.442494154,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.446744442,91.211.90.4,192.168.1.157,49194,HTTPS,50874,
2026-03-06 19:40:51.446744442,91.211.90.4,192.168.1.157,49194,HTTPS,18930,
2026-03-06 19:40:51.446892738,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.461017132,91.211.90.4,192.168.1.157,49194,HTTPS,65394,
2026-03-06 19:40:51.461083889,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.469677925,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:51.469715834,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.473343611,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:51.473377705,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.480200291,91.211.90.4,192.168.1.157,49194,HTTPS,65394,
2026-03-06 19:40:51.480200291,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:51.480272293,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.480301857,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.491946459,91.211.90.4,192.168.1.157,49194,HTTPS,5862,
2026-03-06 19:40:51.491989374,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.516989708,91.211.90.4,192.168.1.157,49194,HTTPS,34902,
2026-03-06 19:40:51.516989708,91.211.90.4,192.168.1.157,53014,HTTPS,34902,
2026-03-06 19:40:51.517057180,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.517113924,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.526396513,91.211.90.4,192.168.1.157,53014,HTTPS,1506,
2026-03-06 19:40:51.536434174,91.211.90.4,192.168.1.157,53014,HTTPS,7314,
2026-03-06 19:40:51.536434174,91.211.90.4,192.168.1.157,53014,HTTPS,1073,
2026-03-06 19:40:51.536434174,91.211.90.4,192.168.1.157,49194,HTTPS,56682,
2026-03-06 19:40:51.536522387,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.536554812,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.542154551,192.168.1.157,91.211.90.4,443,HTTPS,764,
2026-03-06 19:40:51.549190044,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:51.549242020,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.556716204,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:40:51.561069012,91.211.90.4,192.168.1.157,49194,HTTPS,58134,
2026-03-06 19:40:51.561104059,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.561153650,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:51.561165571,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.575493097,91.211.90.4,192.168.1.157,49194,HTTPS,58134,
2026-03-06 19:40:51.575577259,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.590719938,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:51.590848207,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.612219095,91.211.90.4,192.168.1.157,49194,HTTPS,65394,
2026-03-06 19:40:51.612219095,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:51.612325191,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.612369061,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.621958494,91.211.90.4,192.168.1.157,49194,HTTPS,13122,
2026-03-06 19:40:51.621958494,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:51.621958494,91.211.90.4,192.168.1.157,49194,HTTPS,17478,
2026-03-06 19:40:51.622043848,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.622108936,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.622130394,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.636135578,91.211.90.4,192.168.1.157,49194,HTTPS,27642,
2026-03-06 19:40:51.636135578,91.211.90.4,192.168.1.157,49194,HTTPS,29094,
2026-03-06 19:40:51.636228085,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.636297464,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.652720928,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:51.652787685,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.669537067,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:51.669602156,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.685600042,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:51.685685396,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.696579933,91.211.90.4,192.168.1.157,49194,HTTPS,27642,
2026-03-06 19:40:51.696669817,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.708956480,91.211.90.4,192.168.1.157,49194,HTTPS,11670,
2026-03-06 19:40:51.708956480,91.211.90.4,192.168.1.157,49194,HTTPS,606,
2026-03-06 19:40:51.708956480,192.168.1.131,192.168.1.157,51176,OTHER,60,
2026-03-06 19:40:51.708956480,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:40:51.708956480,208.93.230.202,192.168.1.157,55717,OTHER,90,
2026-03-06 19:40:51.708956480,91.211.90.4,192.168.1.157,49194,HTTPS,24738,
2026-03-06 19:40:51.708956480,91.211.90.4,192.168.1.157,53014,HTTPS,23286,
2026-03-06 19:40:51.709074497,192.168.1.157,91.211.90.4,443,HTTPS,66,
2026-03-06 19:40:51.709342003,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.709462404,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.709484816,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.712696791,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.728919983,91.211.90.4,192.168.1.157,53014,HTTPS,61038,
2026-03-06 19:40:51.729004145,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.737323999,91.211.90.4,192.168.1.157,53014,HTTPS,2958,
2026-03-06 19:40:51.737323999,91.211.90.4,192.168.1.157,53014,HTTPS,1073,
2026-03-06 19:40:51.737323999,91.211.90.4,192.168.1.157,49194,HTTPS,56682,
2026-03-06 19:40:51.737464666,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.737526655,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.749943972,192.168.1.157,208.93.230.202,8081,OTHER,54,
2026-03-06 19:40:51.749943972,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:40:51.750041962,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:51.750148296,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.770101070,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:51.770167112,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.777252913,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:51.777327538,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.783494711,91.211.90.4,192.168.1.157,49194,HTTPS,16026,
2026-03-06 19:40:51.783577442,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.787485123,91.211.90.4,192.168.1.157,49194,HTTPS,65394,
2026-03-06 19:40:51.787571669,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.853541613,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:51.853627682,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.862447023,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:51.862523794,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.865516424,91.211.90.4,192.168.1.157,49194,HTTPS,29094,
2026-03-06 19:40:51.865516424,91.211.90.4,192.168.1.157,49194,HTTPS,386,
2026-03-06 19:40:51.865598440,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.885870695,192.168.1.157,91.211.90.4,443,HTTPS,767,
2026-03-06 19:40:51.981779337,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:51.981869698,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.986593723,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:51.986593723,91.211.90.4,192.168.1.157,49194,HTTPS,338,
2026-03-06 19:40:51.986593723,91.211.90.4,192.168.1.157,49194,HTTPS,31998,
2026-03-06 19:40:51.986675739,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:51.997007847,91.211.90.4,192.168.1.157,49194,HTTPS,922,
2026-03-06 19:40:51.997007847,91.211.90.4,192.168.1.157,49194,HTTPS,1506,
2026-03-06 19:40:51.997061491,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.000487804,91.211.90.4,192.168.1.157,49194,HTTPS,65394,
2026-03-06 19:40:52.000487804,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:52.000735521,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.025573492,91.211.90.4,192.168.1.157,49194,HTTPS,46518,
2026-03-06 19:40:52.025668621,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.031874895,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.031960487,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.036678314,91.211.90.4,192.168.1.157,49194,HTTPS,65394,
2026-03-06 19:40:52.036678314,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:52.036827803,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.041100502,91.211.90.4,192.168.1.157,49194,HTTPS,43614,
2026-03-06 19:40:52.041100502,91.211.90.4,192.168.1.157,49194,HTTPS,1190,
2026-03-06 19:40:52.041100502,91.211.90.4,192.168.1.157,49194,HTTPS,16026,
2026-03-06 19:40:52.041172981,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.049076796,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.049165010,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.054610491,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.054725885,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.059930086,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.060080290,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.063129425,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:52.063186646,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.147477865,192.168.1.157,91.211.90.4,443,HTTPS,764,
2026-03-06 19:40:52.155545712,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.155674934,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.160390615,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.160469055,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.166113138,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.166175604,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.177284479,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.177362442,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.183201313,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.183335066,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.192657709,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.192716360,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.206804752,91.211.90.4,192.168.1.157,49194,HTTPS,17478,
2026-03-06 19:40:52.207057953,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.208844900,91.211.90.4,192.168.1.157,49194,HTTPS,5862,
2026-03-06 19:40:52.208844900,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:52.208844900,91.211.90.4,192.168.1.157,49194,HTTPS,58134,
2026-03-06 19:40:52.209143639,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.213251591,91.211.90.4,192.168.1.157,49194,HTTPS,20382,
2026-03-06 19:40:52.213358164,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.217350721,91.211.90.4,192.168.1.157,49194,HTTPS,65394,
2026-03-06 19:40:52.217350721,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:52.217546940,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.221836090,91.211.90.4,192.168.1.157,49194,HTTPS,61038,
2026-03-06 19:40:52.221960545,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.228817225,91.211.90.4,192.168.1.157,49194,HTTPS,8766,
2026-03-06 19:40:52.228968859,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.306967497,91.211.90.4,192.168.1.157,53014,HTTPS,31998,
2026-03-06 19:40:52.306967497,91.211.90.4,192.168.1.157,53014,HTTPS,922,
2026-03-06 19:40:52.306967497,91.211.90.4,192.168.1.157,53014,HTTPS,5862,
2026-03-06 19:40:52.306967497,91.211.90.4,192.168.1.157,49194,HTTPS,20382,
2026-03-06 19:40:52.307240725,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.307330608,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.317965508,91.211.90.4,192.168.1.157,53014,HTTPS,17478,
2026-03-06 19:40:52.317965508,91.211.90.4,192.168.1.157,49194,HTTPS,13122,
2026-03-06 19:40:52.318141699,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.318229914,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.320879698,91.211.90.4,192.168.1.157,49194,HTTPS,21834,
2026-03-06 19:40:52.320879698,91.211.90.4,192.168.1.157,53014,HTTPS,8766,
2026-03-06 19:40:52.321009874,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.321060896,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.324965477,91.211.90.4,192.168.1.157,49194,HTTPS,18930,
2026-03-06 19:40:52.324965477,91.211.90.4,192.168.1.157,53014,HTTPS,11670,
2026-03-06 19:40:52.325067997,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.325106621,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.328382969,91.211.90.4,192.168.1.157,49194,HTTPS,20382,
2026-03-06 19:40:52.328382969,91.211.90.4,192.168.1.157,53014,HTTPS,10218,
2026-03-06 19:40:52.328496695,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.328551531,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.333064318,91.211.90.4,192.168.1.157,53014,HTTPS,1506,
2026-03-06 19:40:52.333064318,91.211.90.4,192.168.1.157,49194,HTTPS,29094,
2026-03-06 19:40:52.333169460,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.335702419,91.211.90.4,192.168.1.157,49194,HTTPS,1506,
2026-03-06 19:40:52.335758209,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.339962959,91.211.90.4,192.168.1.157,49194,HTTPS,33450,
2026-03-06 19:40:52.340067625,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.342931509,91.211.90.4,192.168.1.157,49194,HTTPS,53778,
2026-03-06 19:40:52.343039751,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.349217415,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.349301100,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.351940632,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.352033854,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.357382059,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.357472658,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.357889175,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:52.357889175,91.211.90.4,192.168.1.157,49194,HTTPS,1262,
2026-03-06 19:40:52.357957125,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.374971390,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.380553007,192.168.1.157,91.211.90.4,443,HTTPS,767,
2026-03-06 19:40:52.382722139,91.211.90.4,192.168.1.157,53014,HTTPS,205,
2026-03-06 19:40:52.388869047,192.168.1.157,91.211.90.4,443,HTTPS,764,
2026-03-06 19:40:52.488928795,91.211.90.4,192.168.1.157,53014,HTTPS,30546,
2026-03-06 19:40:52.489047766,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.491662979,91.211.90.4,192.168.1.157,53014,HTTPS,30546,
2026-03-06 19:40:52.491783857,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.498338461,91.211.90.4,192.168.1.157,53014,HTTPS,17478,
2026-03-06 19:40:52.498436451,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.503515959,91.211.90.4,192.168.1.157,53014,HTTPS,8766,
2026-03-06 19:40:52.503515959,91.211.90.4,192.168.1.157,53014,HTTPS,1073,
2026-03-06 19:40:52.503515959,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:52.503669500,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.503716469,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.511773586,91.211.90.4,192.168.1.157,49194,HTTPS,59586,
2026-03-06 19:40:52.511871576,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.517277479,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.517369509,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.519774674,91.211.90.4,192.168.1.157,49194,HTTPS,2958,
2026-03-06 19:40:52.519850969,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.523697853,91.211.90.4,192.168.1.157,49194,HTTPS,18930,
2026-03-06 19:40:52.523697853,91.211.90.4,192.168.1.157,49194,HTTPS,188,
2026-03-06 19:40:52.523697853,91.211.90.4,192.168.1.157,49194,HTTPS,31998,
2026-03-06 19:40:52.523815632,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.526788950,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.526877642,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.530334949,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.530421019,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.533378123,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.533464193,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.548485279,91.211.90.4,192.168.1.157,49194,HTTPS,56682,
2026-03-06 19:40:52.548485279,91.211.90.4,192.168.1.157,49194,HTTPS,472,
2026-03-06 19:40:52.548590183,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.553901672,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.553997517,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.557171345,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.557260275,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.568395853,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.568491220,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.571160793,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.571265697,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.580155611,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.580263138,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.590962648,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.591069221,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.593876362,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.593970537,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.598051310,91.211.90.4,192.168.1.157,49194,HTTPS,30546,
2026-03-06 19:40:52.598123550,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.601161003,91.211.90.4,192.168.1.157,49194,HTTPS,11670,
2026-03-06 19:40:52.601222277,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.606316805,91.211.90.4,192.168.1.157,49194,HTTPS,43614,
2026-03-06 19:40:52.606454134,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.607203007,91.211.90.4,192.168.1.157,49194,HTTPS,4410,
2026-03-06 19:40:52.607434988,192.168.1.157,91.211.90.4,443,HTTPS,54,
2026-03-06 19:40:52.615749121,192.168.1.157,91.211.90.4,443,HTTPS,54,
